"id","name"
240,"Neutral"
241,"Oil Palm"
242,"Okra"
243,"Onion"
244,"Onion & Garlic"
245,"Onion (Red)"
246,"Onion (Yellow)"
247,"Organic"
248,"Organic (All)"
249,"Organic (Multiple)"
250,"Organic Fertilizer (Molasses)"
251,"Ornamental & Foliages"
252,"Ornamental Fish"
253,"Ornamentals"
254,"Ornamentals & Foliages"
255,"Others (Mudcrab, Ulang)"
256,"Oyster"
257,"Oyster & Mussel"
258,"PEANUT"
259,"POULTRY"
260,"Pakwan"
261,"Palay (Gudoy variety)"
262,"Palay (Upland variety)"
263,"Palay/Rice"
264,"Pangasius"
265,"Papaya"
266,"Pawikan"
267,"Peanut"
268,"Pechay"
269,"Pigmented Rice"
270,"Pili"
271,"Pineapple"
272,"Plantation crops"
273,"Pomelo"
274,"Pompano"
275,"Poultry"
276,"Poultry (All)"
277,"Quail"
278,"Rabbit"
279,"Rabbit Fish"
280,"Rambutan"
281,"Red Frog Crab Ranina ranina (Kusimay, Kada)"
282,"Red onion"
283,"Reef"
284,"Rice"
285,"Rice & Corn"
286,"Rice & Duck"
287,"Rice & Fisheries"
288,"Rice & Vegetables"
289,"Rice (Brown)"
290,"Rice (Glutinous)"
291,"Rice (Heirloom)"
292,"Rice (Heirloom) & Vegetables"
293,"Rice (Lowland)"
294,"Rice (Upland)"
295,"Rice, Corn & Vegetables"
296,"Rice, Vegetables & Turmeric"
297,"Rice/Palay"
298,"Root Crops"
299,"Rootcrops"
300,"Roundscad"
301,"Rubber"
302,"Ruminant"
303,"SAMPALOC"
304,"SHEEP"
305,"Salago"
306,"Sampaloc"
307,"Sampaloc 
"
308,"Sardines"
309,"Scads"
310,"Scads & Tuna"
311,"Scallops"
312,"Sea Bass"
313,"Sea Cucumber"
314,"Sea Urchin"
315,"Sea cucumber"
316,"SeaWeeds"
317,"Seabass"
318,"Seaweeds"
319,"Sericulture"
320,"Sheep"
321,"Sheep (Native)"
322,"Shellfish"
323,"Shrimp"
324,"Shrimps"
325,"Sibuying"
326,"Siganids"
327,"Silage"
328,"Silk"
329,"Sisal"
330,"Small Ruminant"
331,"Small ruminant"
332,"Small ruminants"
333,"Smoked Fish"
334,"Snail"
335,"Soybean"
336,"Soybeans"
337,"Spices"
338,"Squash"
339,"Squid"
340,"Squid & Shrimp"
341,"Strawberry"
342,"Stringbeans"
343,"Sugarcane"
344,"Sugarcane (Muscovado)"
345,"Sweet Pepper"
346,"Sweet Potato"
347,"Swine"
348,"Swine and Poultry"
349,"Tamban"
350,"Tamban (Sardines)"
351,"Taro"
352,"Tiger Prawns"
353,"Tilapia"
354,"Tobacco"
355,"Tomato"
356,"Tomato & Dragon Cactus"
357,"Tortoise"
358,"Trainings"
359,"Tree"
360,"Tulingan"
361,"Tuna"
362,"Turkey"
363,"Turmeric"
364,"Ube"
365,"Ulang"
366,"Vannamei"
367,"Various Commodities"
368,"Various commodities"
369,"Vegetables"
370,"Vegetables & Turmeric"
371,"Vegetables (Chopsuey)"
372,"Vegetables (Highland)"
373,"Vegetables (Lowland)"
374,"Vegetables (Pakbet)"
375,"Vegetables (Pinakbet)"
376,"Vegetables (Tropical)"
377,"Vegetables (Upland)"
378,"Vegetables, Goat, Tilapia & Bangus"
379,"Vegetables, Plantation Crops Rootcrops"
380,"Vermicast"
381,"Water Lily"
382,"Watermelon"
383,"White Corn"
384,"White Potato"
385,"White Shrimp"
386,"White potato"
387,"Wing Oyster"
388,"Winged Bean"
389,"Yam (Ubi)"
390,"Yellow Corn"
391,"cattle (Dairy)"
392,"duck"
393,"hog"
394,"neutral"
395,"onion"
396,"oyster"
397,"sheep"
398,"tobacco"
